timestamp,plant_name,generation
2024-01-02 16:00:00,어음풍력 1,2.912
2024-01-02 16:00:00,영흥풍력 1,0.0
2024-01-02 16:00:00,군위 화산풍력 1,192.842
2024-01-02 16:00:00,영흥풍력 2,0.0
2024-01-02 17:00:00,삼천포풍력 1,0.0
2024-01-02 17:00:00,어음풍력 1,87.416
2024-01-02 17:00:00,영흥풍력 1,0.0
2024-01-02 17:00:00,군위 화산풍력 1,347.116
2024-01-02 17:00:00,영흥풍력 2,0.0
2024-01-02 18:00:00,삼천포풍력 1,0.0
2024-01-02 18:00:00,어음풍력 1,130.928
2024-01-02 18:00:00,영흥풍력 1,0.0
2024-01-02 18:00:00,군위 화산풍력 1,376.042
2024-01-02 18:00:00,영흥풍력 2,0.0
2024-01-02 19:00:00,삼천포풍력 1,0.0
2024-01-02 19:00:00,어음풍력 1,359.632
2024-01-02 19:00:00,영흥풍력 1,0.0
2024-01-02 19:00:00,군위 화산풍력 1,1398.105
2024-01-02 19:00:00,영흥풍력 2,0.0
2024-01-02 20:00:00,삼천포풍력 1,0.0
2024-01-02 20:00:00,어음풍력 1,122.64
2024-01-02 20:00:00,영흥풍력 1,0.0
2024-01-02 20:00:00,군위 화산풍력 1,2179.116
2024-01-02 20:00:00,영흥풍력 2,0.0
2024-01-02 21:00:00,삼천포풍력 1,0.0
2024-01-02 21:00:00,어음풍력 1,327.992
2024-01-02 21:00:00,영흥풍력 1,0.0
2024-01-02 21:00:00,군위 화산풍력 1,2217.684
2024-01-02 21:00:00,영흥풍력 2,0.0
2024-01-02 22:00:00,삼천포풍력 1,0.0
2024-01-02 22:00:00,어음풍력 1,7.616
2024-01-02 22:00:00,영흥풍력 1,0.0
2024-01-02 22:00:00,군위 화산풍력 1,2545.516
2024-01-02 22:00:00,영흥풍력 2,0.0
2024-01-02 23:00:00,삼천포풍력 1,0.0
2024-01-02 23:00:00,어음풍력 1,0.0
2024-01-02 23:00:00,영흥풍력 1,0.0
2024-01-02 23:00:00,군위 화산풍력 1,3519.368
2024-01-02 23:00:00,영흥풍력 2,0.0
2024-01-03 00:00:00,삼천포풍력 1,0.0
2024-01-03 00:00:00,어음풍력 1,0.0
2024-01-03 00:00:00,영흥풍력 1,0.0
2024-01-03 00:00:00,군위 화산풍력 1,2555.158
2024-01-03 00:00:00,영흥풍력 2,0.0
2024-01-03 01:00:00,삼천포풍력 1,0.0
2024-01-03 01:00:00,어음풍력 1,0.0
2024-01-03 01:00:00,영흥풍력 1,0.0
2024-01-03 01:00:00,군위 화산풍력 1,3480.8
2024-01-03 01:00:00,영흥풍력 2,0.0
2024-01-03 02:00:00,삼천포풍력 1,0.0
2024-01-03 02:00:00,어음풍력 1,0.0
2024-01-03 02:00:00,영흥풍력 1,0.0
2024-01-03 02:00:00,군위 화산풍력 1,3625.432
2024-01-03 02:00:00,영흥풍력 2,1.92
2024-01-03 03:00:00,삼천포풍력 1,0.0
2024-01-03 03:00:00,어음풍력 1,160.44
2024-01-03 03:00:00,영흥풍력 1,0.0
2024-01-03 03:00:00,군위 화산풍력 1,3760.421
2024-01-03 03:00:00,영흥풍력 2,0.0
2024-01-03 04:00:00,삼천포풍력 1,0.0
2024-01-03 04:00:00,어음풍력 1,302.848
2024-01-03 04:00:00,영흥풍력 1,0.0
2024-01-03 04:00:00,군위 화산풍력 1,4695.705
2024-01-03 04:00:00,영흥풍력 2,0.0
2024-01-03 05:00:00,삼천포풍력 1,0.0
2024-01-03 05:00:00,어음풍력 1,110.544
2024-01-03 05:00:00,영흥풍력 1,0.0
2024-01-03 05:00:00,군위 화산풍력 1,3509.726
2024-01-03 05:00:00,영흥풍력 2,0.0
2024-01-03 06:00:00,삼천포풍력 1,0.0
2024-01-03 06:00:00,어음풍력 1,2919.84
2024-01-03 06:00:00,영흥풍력 1,0.0
2024-01-03 06:00:00,군위 화산풍력 1,2121.263
2024-01-03 06:00:00,영흥풍력 2,0.0
2024-01-03 07:00:00,삼천포풍력 1,0.0
2024-01-03 07:00:00,어음풍력 1,4189.696
2024-01-03 07:00:00,영흥풍력 1,0.0
2024-01-03 07:00:00,군위 화산풍력 1,3143.326
2024-01-03 07:00:00,영흥풍력 2,9.6
2024-01-03 08:00:00,삼천포풍력 1,0.0
2024-01-03 08:00:00,어음풍력 1,4287.248
2024-01-03 08:00:00,영흥풍력 1,0.0
2024-01-03 08:00:00,군위 화산풍력 1,2506.947
2024-01-03 08:00:00,영흥풍력 2,5.76
2024-01-03 09:00:00,삼천포풍력 1,0.0
2024-01-03 09:00:00,어음풍력 1,4856.824
2024-01-03 09:00:00,영흥풍력 1,0.0
2024-01-03 09:00:00,군위 화산풍력 1,2468.379
2024-01-03 09:00:00,영흥풍력 2,170.88
2024-01-03 10:00:00,삼천포풍력 1,0.0
2024-01-03 10:00:00,어음풍력 1,5147.744
2024-01-03 10:00:00,영흥풍력 1,0.0
2024-01-03 10:00:00,군위 화산풍력 1,5042.821
2024-01-03 10:00:00,영흥풍력 2,842.88
2024-01-03 11:00:00,삼천포풍력 1,0.0
2024-01-03 11:00:00,어음풍력 1,9905.784
2024-01-03 11:00:00,영흥풍력 1,0.0
2024-01-03 11:00:00,군위 화산풍력 1,7356.926
2024-01-03 11:00:00,영흥풍력 2,82.56
2024-01-03 12:00:00,삼천포풍력 1,0.0
2024-01-03 12:00:00,어음풍력 1,12093.424
2024-01-03 12:00:00,영흥풍력 1,0.0
2024-01-03 12:00:00,군위 화산풍력 1,7183.368
2024-01-03 12:00:00,영흥풍력 2,660.48
2024-01-03 13:00:00,삼천포풍력 1,0.0
2024-01-03 13:00:00,어음풍력 1,12469.128
2024-01-03 13:00:00,영흥풍력 1,284.868
2024-01-03 13:00:00,군위 화산풍력 1,5486.358
2024-01-03 13:00:00,영흥풍력 2,2593.92
2024-01-03 14:00:00,삼천포풍력 1,0.0
2024-01-03 14:00:00,어음풍력 1,14629.384
2024-01-03 14:00:00,영흥풍력 1,314.774
2024-01-03 14:00:00,군위 화산풍력 1,2641.937
2024-01-03 14:00:00,영흥풍력 2,992.64
2024-01-03 15:00:00,삼천포풍력 1,0.0
2024-01-03 15:00:00,어음풍력 1,15991.528
2024-01-03 15:00:00,영흥풍력 1,205.194
2024-01-03 15:00:00,군위 화산풍력 1,809.937
2024-01-03 15:00:00,영흥풍력 2,480.0
2024-01-03 16:00:00,삼천포풍력 1,0.0
2024-01-03 16:00:00,어음풍력 1,18341.736
2024-01-03 16:00:00,영흥풍력 1,323.007
2024-01-03 16:00:00,군위 화산풍력 1,1185.979
2024-01-03 16:00:00,영흥풍력 2,1008.0
2024-01-03 17:00:00,삼천포풍력 1,0.0
2024-01-03 17:00:00,어음풍력 1,19250.0
2024-01-03 17:00:00,영흥풍력 1,401.001
2024-01-03 17:00:00,군위 화산풍력 1,5226.021
2024-01-03 17:00:00,영흥풍력 2,1568.64
2024-01-03 18:00:00,삼천포풍력 1,0.0
2024-01-03 18:00:00,어음풍력 1,18345.992
2024-01-03 18:00:00,영흥풍력 1,448.934
2024-01-03 18:00:00,군위 화산풍력 1,6402.358
2024-01-03 18:00:00,영흥풍력 2,1440.0
2024-01-03 19:00:00,삼천포풍력 1,0.0
2024-01-03 19:00:00,어음풍력 1,19358.92
2024-01-03 19:00:00,영흥풍력 1,370.922
2024-01-03 19:00:00,군위 화산풍력 1,6170.947
2024-01-03 19:00:00,영흥풍력 2,1883.52
2024-01-03 20:00:00,삼천포풍력 1,0.0
2024-01-03 20:00:00,어음풍력 1,18930.352
2024-01-03 20:00:00,영흥풍력 1,538.782
2024-01-03 20:00:00,군위 화산풍력 1,5332.084
2024-01-03 20:00:00,영흥풍력 2,3567.36
2024-01-03 21:00:00,삼천포풍력 1,0.0
2024-01-03 21:00:00,어음풍력 1,19409.6
2024-01-03 21:00:00,영흥풍력 1,559.258
2024-01-03 21:00:00,군위 화산풍력 1,5235.663
2024-01-03 21:00:00,영흥풍력 2,3035.52
2024-01-03 22:00:00,삼천포풍력 1,0.0
2024-01-03 22:00:00,어음풍력 1,19258.176
2024-01-03 22:00:00,영흥풍력 1,714.769
2024-01-03 22:00:00,군위 화산풍력 1,4580.0
2024-01-03 22:00:00,영흥풍력 2,3016.32
2024-01-03 23:00:00,삼천포풍력 1,0.0
2024-01-03 23:00:00,어음풍력 1,17424.568
2024-01-03 23:00:00,영흥풍력 1,739.986
2024-01-03 23:00:00,군위 화산풍력 1,6055.242
2024-01-03 23:00:00,영흥풍력 2,2736.0
2024-01-04 00:00:00,삼천포풍력 1,0.0
2024-01-04 00:00:00,어음풍력 1,14520.744
2024-01-04 00:00:00,영흥풍력 1,429.749
2024-01-04 00:00:00,군위 화산풍력 1,6305.937
2024-01-04 00:00:00,영흥풍력 2,1860.48
2024-01-04 01:00:00,삼천포풍력 1,0.0
2024-01-04 01:00:00,어음풍력 1,13094.368
2024-01-04 01:00:00,영흥풍력 1,149.235
2024-01-04 01:00:00,군위 화산풍력 1,6248.084
2024-01-04 01:00:00,영흥풍력 2,647.04
2024-01-04 02:00:00,삼천포풍력 1,0.0
2024-01-04 02:00:00,어음풍력 1,10696.392
2024-01-04 02:00:00,영흥풍력 1,94.935
2024-01-04 02:00:00,군위 화산풍력 1,7009.811
2024-01-04 02:00:00,영흥풍력 2,620.16
2024-01-04 03:00:00,삼천포풍력 1,0.0
2024-01-04 03:00:00,어음풍력 1,8908.312
2024-01-04 03:00:00,영흥풍력 1,49.889
2024-01-04 03:00:00,군위 화산풍력 1,6768.758
2024-01-04 03:00:00,영흥풍력 2,266.88
2024-01-04 04:00:00,삼천포풍력 1,0.0
2024-01-04 04:00:00,어음풍력 1,7911.848
2024-01-04 04:00:00,영흥풍력 1,0.0
2024-01-04 04:00:00,군위 화산풍력 1,6286.653
2024-01-04 04:00:00,영흥풍력 2,11.52
2024-01-04 05:00:00,삼천포풍력 1,0.0
2024-01-04 05:00:00,어음풍력 1,7106.176
2024-01-04 05:00:00,영흥풍력 1,0.0
2024-01-04 05:00:00,군위 화산풍력 1,5804.547
2024-01-04 05:00:00,영흥풍력 2,0.0
2024-01-04 06:00:00,삼천포풍력 1,0.0
2024-01-04 06:00:00,어음풍력 1,3826.816
2024-01-04 06:00:00,영흥풍력 1,0.0
2024-01-04 06:00:00,군위 화산풍력 1,4975.326
2024-01-04 06:00:00,영흥풍력 2,1.92
2024-01-04 07:00:00,삼천포풍력 1,0.0
2024-01-04 07:00:00,어음풍력 1,3982.328
2024-01-04 07:00:00,영흥풍력 1,80.434
2024-01-04 07:00:00,군위 화산풍력 1,5293.516
2024-01-04 07:00:00,영흥풍력 2,232.32
2024-01-04 08:00:00,삼천포풍력 1,0.0
2024-01-04 08:00:00,어음풍력 1,1537.144
2024-01-04 08:00:00,영흥풍력 1,236.74
2024-01-04 08:00:00,군위 화산풍력 1,3702.568
2024-01-04 08:00:00,영흥풍력 2,600.96
2024-01-04 09:00:00,삼천포풍력 1,0.0
2024-01-04 09:00:00,어음풍력 1,266.336
2024-01-04 09:00:00,영흥풍력 1,782.227
2024-01-04 09:00:00,군위 화산풍력 1,3683.284
2024-01-04 09:00:00,영흥풍력 2,1315.2
2024-01-04 10:00:00,삼천포풍력 1,0.0
2024-01-04 10:00:00,어음풍력 1,0.0
2024-01-04 10:00:00,영흥풍력 1,3991.845
2024-01-04 10:00:00,군위 화산풍력 1,5399.579
2024-01-04 10:00:00,영흥풍력 2,5448.96
2024-01-04 11:00:00,삼천포풍력 1,0.0
2024-01-04 11:00:00,어음풍력 1,0.0
2024-01-04 11:00:00,영흥풍력 1,2835.816
2024-01-04 11:00:00,군위 화산풍력 1,5052.463
2024-01-04 11:00:00,영흥풍력 2,5523.84
2024-01-04 12:00:00,삼천포풍력 1,0.0
2024-01-04 12:00:00,어음풍력 1,0.0
2024-01-04 12:00:00,영흥풍력 1,866.629
2024-01-04 12:00:00,군위 화산풍력 1,3355.453
